trade_date,open,high,low,close,adj_close,vol
2016/7/5,20919.51953,20945.98047,20737.16016,20750.7207,20750.7207,1225382700
2016/7/6,20475.40039,20560.06055,20304.39063,20495.28906,20495.28906,1633236900
2016/7/7,20606.67969,20731.11914,20576.74023,20706.91992,20706.91992,1125369300
2016/7/8,20622.83008,20645.58984,20468.5293,20564.16992,20564.16992,1194770200
2016/7/11,20951.16992,20972.84961,20840,20880.5,20880.5,1998671500
2016/7/12,21046.93945,21252.64063,20957.25977,21224.74023,21224.74023,1970575300
2016/7/13,21356.64063,21441.23047,21279.76953,21322.36914,21322.36914,1825234400
2016/7/14,21297.53906,21581.41992,21242.92969,21561.06055,21561.06055,1939969500
2016/7/15,21589.08008,21739.21094,21515.34961,21659.25,21659.25,1784843200
2016/7/18,21656.88086,21822,21616.16016,21803.17969,21803.17969,1368767600
2016/7/19,21734.33984,21767.88086,21612.59961,21673.19922,21673.19922,1257334500
2016/7/20,21646.39063,21895.23047,21632.50977,21882.48047,21882.48047,1417286000
2016/7/21,21971.9707,22118.2207,21913.16016,22000.49023,22000.49023,1569756600
2016/7/22,21913.03906,21972.86914,21832.42969,21964.26953,21964.26953,1120997900
2016/7/25,22071.76953,22071.76953,21878.88086,21993.43945,21993.43945,1189962100
2016/7/26,21890.89063,22300.50977,21890.89063,22129.73047,22129.73047,1938257900
2016/7/27,22193.31055,22277.24023,21997.88086,22218.99023,22218.99023,1958434400
2016/7/28,22134.11914,22214.7207,22053.50977,22174.33984,22174.33984,1611124800
2016/7/29,22055.94922,22152.75,21830.46094,21891.36914,21891.36914,1745509100
2016/8/1,22027.65039,22260.94922,22027.65039,22129.14063,22129.14063,1815980500
2016/8/3,21743.32031,21822.2207,21725.38086,21739.11914,21739.11914,1685374700
2016/8/4,21873.35938,21922.41992,21788.31055,21832.23047,21832.23047,1019501800
2016/8/5,21961.05078,22193.28906,21961.05078,22146.08984,22146.08984,1163973600
2016/8/8,22324.17969,22503.2793,22260.07031,22494.75977,22494.75977,1409047300
2016/8/9,22464.09961,22496.75,22402.91016,22465.60938,22465.60938,1306253700
2016/8/10,22511.09961,22618.03906,22399.28906,22492.42969,22492.42969,1564549200
2016/8/11,22412.31055,22689.93945,22359.91992,22580.55078,22580.55078,-2147483648
2016/8/12,22788.88086,22816.75,22704.05078,22766.91016,22766.91016,-2147483648
2016/8/15,22765.23047,22975.74023,22765.23047,22932.50977,22932.50977,-2147483648
2016/8/16,23008.08984,23084.51953,22841.66016,22910.83984,22910.83984,2005620700
2016/8/17,22995.50977,23029.48047,22775.86914,22799.7793,22799.7793,2081311500
2016/8/18,23046.68945,23193.90039,22976.10938,23023.16016,23023.16016,-2147483648
2016/8/19,23153.74023,23153.74023,22875.56055,22937.2207,22937.2207,2095546700
2016/8/22,22941.5293,23005.16016,22792.41992,22997.91016,22997.91016,1720666500
2016/8/23,22927.4707,22998.92969,22854.34961,22998.92969,22998.92969,1521237200
2016/8/24,23010.63086,23036.07031,22702.60938,22820.7793,22820.7793,1770177700
2016/8/25,22814.36914,22898.11914,22735.0293,22814.94922,22814.94922,1580787200
2016/8/26,22827.2207,22997.40039,22827.2207,22909.53906,22909.53906,1600056800
2016/8/29,22904.19922,22922.67969,22762.73047,22821.33984,22821.33984,1262573400
2016/8/30,22945.08008,23073.51953,22898.7793,23016.10938,23016.10938,1586826100
2016/8/31,23043.08008,23063.15039,22939.86914,22976.88086,22976.88086,1874216100
2016/9/1,22897.16016,23193.0293,22843.41992,23162.33984,23162.33984,2106535800
2016/9/2,23157.00977,23306.48047,23152.78906,23266.69922,23266.69922,-2147483648
2016/9/5,23576.31055,23688.41016,23530.35938,23649.55078,23649.55078,1915393300
2016/9/6,23683.2793,23787.67969,23548.55078,23787.67969,23787.67969,1830882300
2016/9/7,23785.23047,23830.75,23695.67969,23741.81055,23741.81055,1939676800
2016/9/8,23704.35938,23928.92969,23663.58984,23919.33984,23919.33984,1686733500
2016/9/9,23924.76953,24364,23914.73047,24099.69922,24099.69922,-2147483648
2016/9/12,23596.0293,23625.36914,23290.59961,23290.59961,23290.59961,-2147483648
2016/9/13,23564.13086,23652.41016,23196.49023,23215.75977,23215.75977,1616669300
2016/9/14,23225.58008,23371.5293,23155.73047,23190.64063,23190.64063,1473727100
2016/9/15,23237.19922,23471.48047,23194.36914,23335.58984,23335.58984,1699911500
2016/9/19,23486.61914,23625.91992,23394.94922,23550.44922,23550.44922,2052783800
2016/9/20,23494.00977,23556.06055,23397.13086,23530.85938,23530.85938,1483540700
2016/9/21,23522.85938,23729.01953,23436.23047,23669.90039,23669.90039,1627369300
2016/9/22,23920.17969,24058.65039,23683.58008,23759.80078,23759.80078,-2147483648
2016/9/23,23836.59961,23846.71094,23628.64063,23686.48047,23686.48047,1872873700
2016/9/26,23554.83008,23563.5,23276.13086,23317.91992,23317.91992,1652771300
2016/9/27,23356.0293,23646.0293,23295.05078,23571.90039,23571.90039,1816391200
2016/9/28,23455.73047,23619.65039,23370.43945,23619.65039,23619.65039,1524350900
2016/9/29,23828.59961,23828.59961,23607.99023,23739.4707,23739.4707,1606079200
2016/9/30,23435.28906,23484.36914,23239.35938,23297.15039,23297.15039,1674842700
2016/10/3,23652.83008,23698.30078,23500.71094,23584.42969,23584.42969,953365300
2016/10/4,23665.34961,23689.43945,23518.56055,23689.43945,23689.43945,1008151200
2016/10/5,23619.91016,23847.46094,23566.2207,23788.31055,23788.31055,1304619300
2016/10/6,23859.41016,24004.08984,23826.44922,23952.5,23952.5,1721487000
2016/10/7,23948.94922,23948.94922,23770.14063,23851.82031,23851.82031,1137835500
2016/10/11,24013.83984,24064.5,23441.07031,23549.51953,23549.51953,-2147483648
2016/10/12,23386.91992,23444.66992,23267.63086,23407.05078,23407.05078,1839710900
2016/10/13,23300.38086,23347.9707,23006.11914,23031.30078,23031.30078,1957428300
2016/10/14,23119.96094,23318.35938,23087.14063,23233.31055,23233.31055,1500768600
2016/10/17,23164.53906,23177.18945,22978.00977,23037.53906,23037.53906,1121480100
2016/10/18,23130.19922,23402.89063,23130.19922,23394.39063,23394.39063,1423480700
2016/10/19,23393.80078,23445.56055,23234.66992,23304.9707,23304.9707,1009919700
2016/10/20,23412.67969,23500.82031,23360.55078,23374.40039,23374.40039,1091055700
2016/10/24,23431.63086,23620.08984,23235.60938,23604.08008,23604.08008,1804798700
2016/10/25,23581.68945,23631.33984,23506.64063,23565.10938,23565.10938,1182922100
2016/10/26,23396.14063,23464.0293,23310.23047,23325.42969,23325.42969,1029317700
2016/10/27,23347.18945,23352.61914,23002.5293,23132.34961,23132.34961,1551943100
2016/10/28,23088.83008,23157.73047,22847.73047,22954.81055,22954.81055,1215041700
2016/10/31,22845.82031,23045.5293,22775.28906,22934.53906,22934.53906,1297925200
2016/11/1,23015.06055,23268.05078,23015.06055,23147.07031,23147.07031,1537970700
2016/11/2,22946.06055,22956.84961,22785.34961,22810.5,22810.5,1054518000
2016/11/3,22708.55078,22855.00977,22683.50977,22683.50977,22683.50977,1132688600
2016/11/4,22611.53906,22771.60938,22587.58984,22642.61914,22642.61914,1014413400
2016/11/7,22682.71094,22867.24023,22623.83984,22801.40039,22801.40039,1376889500
2016/11/8,22981.91016,22996.9707,22820.39063,22909.4707,22909.4707,1015231100
2016/11/9,23048.32031,23048.32031,21957.71094,22415.18945,22415.18945,-2147483648
2016/11/10,22848.74023,22918.33984,22777.50977,22839.10938,22839.10938,1594983400
2016/11/11,22622.46094,22673.31055,22442.75,22531.08984,22531.08984,2105351100
2016/11/14,22344.23047,22359.00977,22118.86914,22222.2207,22222.2207,1910149300
2016/11/15,22270.90039,22411.11914,22254.08984,22323.91016,22323.91016,1461449900
2016/11/16,22439.98047,22499.39063,22280.5293,22280.5293,22280.5293,1609770500
2016/11/17,22170.07031,22367.4707,22114.01953,22262.88086,22262.88086,1355418500
2016/11/18,22239.23047,22374.35938,22146.88086,22344.21094,22344.21094,1128764800
2016/11/21,22313.03906,22480.75,22227.80078,22357.7793,22357.7793,1370598600
2016/11/22,22491.71094,22719.41992,22484.59961,22678.07031,22678.07031,1851269200
2016/11/23,22702.41016,22804.25977,22640.94922,22676.68945,22676.68945,1764207800
2016/11/24,22574.82031,22647.38086,22487.53906,22608.49023,22608.49023,1138055700
2016/11/25,22609.2207,22764.33984,22589.5293,22723.44922,22723.44922,1385320300
2016/11/28,22738.93945,22964.01953,22738.93945,22830.57031,22830.57031,1816314100
2016/11/29,22739.50977,22868.14063,22724.58984,22737.07031,22737.07031,1695023200
2016/11/30,22842.35938,22889.4707,22755,22789.76953,22789.76953,2062930000
2016/12/1,22948.65039,23012.2793,22837.5293,22878.23047,22878.23047,2119590600
2016/12/2,22736.83984,22756.00977,22559.19922,22564.82031,22564.82031,-2147483648
2016/12/5,22580.75,22628.13086,22375.2793,22505.55078,22505.55078,1626049800
2016/12/6,22694.26953,22746.66992,22625.32031,22675.15039,22675.15039,1261679800
2016/12/7,22805.13086,22843.00977,22708.88086,22800.91992,22800.91992,1110472700
2016/12/8,23027.38086,23076.24023,22817.32031,22861.83984,22861.83984,1711745400
2016/12/9,22765.83984,22813.84961,22660.2207,22760.98047,22760.98047,1576021700
2016/12/12,22860.26953,22863.60938,22375.58008,22433.01953,22433.01953,2014527900
2016/12/13,22407.61914,22458.41992,22292.65039,22446.69922,22446.69922,1723223600
2016/12/14,22596.71094,22627.59961,22456.61914,22456.61914,22456.61914,1821093300
2016/12/15,22257.71094,22305.07031,21999.30078,22059.40039,22059.40039,-2147483648
2016/12/16,21996.38086,22155.14063,21965.67969,22020.75,22020.75,1899711800
2016/12/19,21945.83984,21955.93945,21786.56055,21832.67969,21832.67969,1328500400
2016/12/20,21767.60938,21873.56055,21667.18945,21729.06055,21729.06055,1297152100
2016/12/21,21770.89063,21910.39063,21755.84961,21809.80078,21809.80078,1206759600
2016/12/22,21800.2207,21822.17969,21594.58008,21636.19922,21636.19922,1434735500
2016/12/23,21553.7793,21601.07031,21491.83008,21574.75977,21574.75977,1775512200
2016/12/28,21562.69922,21811.96094,21488.82031,21754.74023,21754.74023,-2147483648
2016/12/29,21591.03906,21810.40039,21587.07031,21790.91016,21790.91016,1875142100
2016/12/30,21818.91016,22069.61914,21818.91016,22000.56055,22000.56055,-2147483648
2017/1/3,21993.35938,22189.31055,21883.82031,22150.40039,22150.40039,1302378400
2017/1/4,22201.08008,22228.06055,22076.63086,22134.4707,22134.4707,1437672200
2017/1/5,22302.64063,22483.00977,22230.31055,22456.68945,22456.68945,1830652300
2017/1/6,22583.28906,22605.66016,22445.7793,22503.00977,22503.00977,1389973700
2017/1/9,22561.10938,22626.42969,22476.34961,22558.68945,22558.68945,1303532900
2017/1/10,22561.16992,22744.84961,22549.85938,22744.84961,22744.84961,1422515900
2017/1/11,22816.00977,22944.58008,22767.36914,22935.34961,22935.34961,1554104200
2017/1/12,22956.43945,22971.49023,22751.66992,22829.01953,22829.01953,1454667000
2017/1/13,22879.57031,22971.44922,22859.2793,22937.38086,22937.38086,1371840300
2017/1/16,22895.35938,22908.85938,22657.34961,22718.15039,22718.15039,1313357700
2017/1/17,22819.86914,22867.83984,22710.92969,22840.9707,22840.9707,1019618000
2017/1/18,22889.33008,23151.75,22882.01953,23098.25977,23098.25977,1689344500
2017/1/19,23104.34961,23104.34961,22941.96094,23049.96094,23049.96094,1174126300
2017/1/20,22966.5293,22987.67969,22858.25,22885.91016,22885.91016,1207476100
2017/1/23,22926.30078,23068.08008,22861.28906,22898.51953,22898.51953,1068403800
2017/1/24,22965.25,22986.44922,22907.7793,22949.85938,22949.85938,1462887100
2017/1/25,23066.40039,23066.40039,22961.38086,23049.11914,23049.11914,1185813200
2017/1/26,23173.46094,23386.41016,23145.31055,23374.16992,23374.16992,1856554500
2017/1/27,23339.15039,23397.08984,23307.05078,23360.7793,23360.7793,777897700
2017/2/1,23211.88086,23318.39063,23082.61914,23318.39063,23318.39063,1515037600
2017/2/2,23309.46094,23439.01953,23131.36914,23184.51953,23184.51953,987795900
2017/2/3,23216.9707,23226.91992,22997.46094,23129.21094,23129.21094,1339282100
2017/2/6,23239.28906,23348.24023,23149.69922,23348.24023,23348.24023,1439947300
2017/2/7,23287.89063,23403.59961,23256.68945,23331.57031,23331.57031,1523355600
2017/2/8,23284.75977,23520.76953,23160.99023,23485.13086,23485.13086,-2147483648
2017/2/9,23533.51953,23644.63086,23489.65039,23525.14063,23525.14063,-2147483648
2017/2/10,23645.90039,23718.4707,23573.84961,23574.98047,23574.98047,2143167300
2017/2/13,23664.5293,23751.91992,23615.39063,23710.98047,23710.98047,1990274600
2017/2/14,23695.28906,23735.10938,23614.4707,23703.00977,23703.00977,1957113500
2017/2/15,23771.94922,24067.61914,23771.94922,23994.86914,23994.86914,-2147483648
2017/2/16,24139.31055,24161.39063,23969.57031,24107.69922,24107.69922,-2147483648
2017/2/17,24077.86914,24106.33984,23944.67969,24033.74023,24033.74023,-2147483648
2017/2/20,24066,24202.33984,24022.15039,24146.08008,24146.08008,1936955000
2017/2/21,24174.10938,24213.64063,23909.15039,23963.63086,23963.63086,1839886700
2017/2/22,24059.08984,24201.96094,23999.55078,24201.96094,24201.96094,-2147483648
2017/2/23,24122.17969,24216.5293,24046.91016,24114.85938,24114.85938,1880958700
2017/2/24,24115.60938,24121.91016,23958.13086,23965.69922,23965.69922,1750717000
2017/2/27,23941.81055,24067.67969,23822.88086,23925.05078,23925.05078,1727456200
2017/2/28,23952.64063,24007.81055,23740.73047,23740.73047,23740.73047,1666247300
2017/3/1,23849.2207,23857.2793,23730.05078,23776.49023,23776.49023,1648831300
2017/3/2,24044.48047,24080.86914,23694.33008,23728.07031,23728.07031,2111361200
2017/3/3,23618.35938,23635.24023,23511.59961,23552.7207,23552.7207,-2147483648
2017/3/6,23600.49023,23691.05078,23574.2793,23596.2793,23596.2793,1442731400
2017/3/7,23630.34961,23728,23585.76953,23681.07031,23681.07031,1282674500
2017/3/8,23627.2793,23816.23047,23563.14063,23782.26953,23782.26953,1823218000
2017/3/9,23667.76953,23673.58008,23456.06055,23501.56055,23501.56055,1781279500
2017/3/10,23534.98047,23603.76953,23438.85938,23568.66992,23568.66992,1534086200
2017/3/13,23643.30078,23877.58984,23567.92969,23829.66992,23829.66992,2016201800
2017/3/14,23871,23918.11914,23768.33984,23827.94922,23827.94922,1857167800
2017/3/15,23705.07031,23842.81055,23645.50977,23792.84961,23792.84961,1352441800
2017/3/16,24101.98047,24288.2793,24003.75,24288.2793,24288.2793,-2147483648
2017/3/17,24376.13086,24385.81055,24237.9707,24309.92969,24309.92969,-2147483648
2017/3/20,24312.57031,24501.99023,24312.57031,24501.99023,24501.99023,1716660600
2017/3/21,24565.73047,24656.65039,24500.34961,24593.11914,24593.11914,2055170800
2017/3/22,24336.33008,24380.41992,24207.09961,24320.41016,24320.41016,2136581500
2017/3/23,24381.03906,24466.73047,24271.25977,24327.69922,24327.69922,1795481600
2017/3/24,24396.41016,24420.76953,24263.16992,24358.26953,24358.26953,1784280200
2017/3/27,24235.68945,24434.90039,24138.7793,24193.69922,24193.69922,1730336000
2017/3/28,24329.16992,24360,24274.51953,24345.86914,24345.86914,1506216800
2017/3/29,24470.66016,24470.66016,24330.69922,24392.05078,24392.05078,1834977400
2017/3/30,24429.11914,24431.11914,24250.40039,24301.08984,24301.08984,1768917100
2017/3/31,24305.5293,24329.98047,24105.38086,24111.58984,24111.58984,1733165500
2017/4/3,24236.56055,24261.48047,24162.55078,24261.48047,24261.48047,1708951000
2017/4/5,24370.94922,24400.80078,24166.00977,24400.80078,24400.80078,-2147483648
2017/4/6,24310.41016,24381.63086,24210.68945,24273.7207,24273.7207,1722179300
2017/4/7,24247.00977,24268.39063,23982.40039,24267.30078,24267.30078,-2147483648
2017/4/10,24302.00977,24314.66016,24215.53906,24262.17969,24262.17969,1193963800
2017/4/11,24280.86914,24318.15039,24007.84961,24088.46094,24088.46094,1803272800
2017/4/12,24068.91016,24313.5,23994.13086,24313.5,24313.5,1534864800
2017/4/13,24173.41992,24378.38086,24158.16016,24261.66016,24261.66016,1334077800
2017/4/18,24268.16992,24276.31055,23892.58984,23924.53906,23924.53906,1552809600
2017/4/19,23875.98047,23893.14063,23723.86914,23825.88086,23825.88086,1568253100
2017/4/20,23851.01953,24058.86914,23827.07031,24056.98047,24056.98047,1512891800
2017/4/21,24143.03906,24190.14063,23991.86914,24042.01953,24042.01953,1345955400
2017/4/24,24185.75977,24206.43945,23958.17969,24139.48047,24139.48047,1338069100
2017/4/25,24204.7793,24455.93945,24201.91016,24455.93945,24455.93945,1880693800
2017/4/26,24563.25,24637.84961,24515.23047,24578.42969,24578.42969,1668740700
2017/4/27,24663.09961,24717.43945,24455.11914,24698.48047,24698.48047,1567031000
2017/4/28,24691.28906,24697.0293,24563.76953,24615.13086,24615.13086,1181584600
2017/5/2,24773.80078,24773.80078,24577.33008,24696.13086,24696.13086,1605780100
2017/5/4,24680.44922,24683.88086,24530.92969,24683.88086,24683.88086,1760179900
2017/5/5,24625.34961,24634.2793,24358.7207,24476.34961,24476.34961,2024201800
2017/5/8,24604.28906,24624.21094,24476.19922,24577.91016,24577.91016,1357855500
2017/5/9,24656.94922,24889.83008,24548.9707,24889.0293,24889.0293,1381056000
2017/5/10,24931.82031,25164.9707,24931.82031,25015.41992,25015.41992,-2147483648
2017/5/11,25101.5293,25203.53906,25024.75977,25125.55078,25125.55078,1642633800
2017/5/12,25126.48047,25211.2793,25087.32031,25156.33984,25156.33984,1417408900
2017/5/15,25233.31055,25385.7207,25213.4707,25371.58984,25371.58984,-2147483648
2017/5/16,25413.34961,25413.34961,25228.46094,25335.93945,25335.93945,1797601700
2017/5/17,25355.75977,25374.94922,25245.43945,25293.63086,25293.63086,1512406100
2017/5/18,25034.18945,25263.81055,25025.05078,25136.51953,25136.51953,1677298400
2017/5/19,25171.66016,25266.2207,25124.06055,25174.86914,25174.86914,1312777700
2017/5/22,25318.28906,25450.03906,25201.33984,25391.33984,25391.33984,1410586000
2017/5/23,25415.57031,25486.98047,25307.26953,25403.15039,25403.15039,1758690200
2017/5/24,25382.25977,25428.5,25296.66016,25428.5,25428.5,1409941800
2017/5/25,25511.46094,25680.66992,25491.7793,25630.7793,25630.7793,1890794600
2017/5/26,25670.98047,25724.40039,25588.69922,25639.26953,25639.26953,1453713000
2017/5/29,25672.40039,25744.7207,25579.15039,25701.63086,25701.63086,1077784400
2017/5/31,25706.44922,25817.94922,25650.06055,25660.65039,25660.65039,-2147483648
2017/6/1,25736.34961,25834.75,25614.60938,25809.2207,25809.2207,2017055200
2017/6/2,25926.06055,25973,25851.84961,25924.05078,25924.05078,1990193800
2017/6/5,25976.35938,25998.66016,25801.83984,25862.99023,25862.99023,1766176100
2017/6/6,25819.5293,26019.00977,25805.01953,25997.14063,25997.14063,1540428000
2017/6/7,26025.21094,26073.43945,25898.82031,25974.16016,25974.16016,1999503900
2017/6/8,25974,26069.98047,25923.21094,26063.06055,26063.06055,1633520700
2017/6/9,26090.33008,26090.33008,25922.67969,26030.28906,26030.28906,-2147483648
2017/6/12,25925.44922,25957.7793,25689.23047,25708.03906,25708.03906,1614682000
2017/6/13,25826.51953,25883.2207,25722.63086,25852.09961,25852.09961,1316444700
